MaSo,MaQuanHuyen,Ten,DonVi,EnglishName
1873,60,Xuân La,Xã,XuanLa
1876,60,An Thắng,Xã,AnThang
1879,60,Cổ Linh,Xã,CoLinh
1882,60,Nghiên Loan,Xã,NghienLoan
1885,60,Cao Tân,Xã,CaoTan
1888,61,Chợ Rã,Thị trấn,ChoRa
1891,61,Bành Trạch,Xã,BanhTrach
1894,61,Phúc Lộc,Xã,PhucLoc
1897,61,Hà Hiệu,Xã,HaHieu
1900,61,Cao Thượng,Xã,CaoThuong
1906,61,Khang Ninh,Xã,KhangNinh
1909,61,Nam Mẫu,Xã,NamMau
1912,61,Thượng Giáo,Xã,ThuongGiao
1915,61,Địa Linh,Xã,DiaLinh
1918,61,Yến Dương,Xã,YenDuong
1921,61,Chu Hương,Xã,ChuHuong
1924,61,Quảng Khê,Xã,QuangKhe
1927,61,Mỹ Phương,Xã,MyPhuong
1930,61,Hoàng Trĩ,Xã,HoangTri
1933,61,Đồng Phúc,Xã,DongPhuc
1936,62,Nà Phặc,Thị trấn,NaPhac
1939,62,Thượng Ân,Xã,ThuongAn
1942,62,Bằng Vân,Xã,BangVan
1945,62,Cốc Đán,Xã,CocDan
1948,62,Trung Hoà,Xã,TrungHoa
1951,62,Đức Vân,Xã,DucVan
1954,62,Vân Tùng,Thị trấn,VanTung
1957,62,Thượng Quan,Xã,ThuongQuan
1960,62,Hiệp Lực,Xã,HiepLuc
1963,62,Thuần Mang,Xã,ThuanMang
1969,63,Phủ Thông,Thị trấn,PhuThong
1975,63,Vi Hương,Xã,ViHuong
1978,63,Sĩ Bình,Xã,SiBinh
1981,63,Vũ Muộn,Xã,VuMuon
1984,63,Đôn Phong,Xã,DonPhong
1990,63,Lục Bình,Xã,LucBinh
1993,63,Tân Tú,Xã,TanTu
1999,63,Nguyên Phúc,Xã,NguyenPhuc
2002,63,Cao Sơn,Xã,CaoSon
2005,63,Quân Hà,Xã,QuanHa
2008,63,Cẩm Giàng,Xã,CamGiang
2011,63,Mỹ Thanh,Xã,MyThanh
2014,63,Dương Phong,Xã,DuongPhong
2017,63,Quang Thuận,Xã,QuangThuan
2020,64,Bằng Lũng,Thị trấn,BangLung
2023,64,Xuân Lạc,Xã,XuanLac
2026,64,Nam Cường,Xã,NamCuong
2029,64,Đồng Lạc,Xã,DongLac
2032,64,Tân Lập,Xã,TanLap
2035,64,Bản Thi,Xã,BanThi
2038,64,Quảng Bạch,Xã,QuangBach
2041,64,Bằng Phúc,Xã,BangPhuc
2044,64,Yên Thịnh,Xã,YenThinh
2047,64,Yên Thượng,Xã,YenThuong
2050,64,Phương Viên,Xã,PhuongVien
2053,64,Ngọc Phái,Xã,NgocPhai
2059,64,Đồng Thắng,Xã,DongThang
2062,64,Lương Bằng,Xã,LuongBang
2065,64,Bằng Lãng,Xã,BangLang
2068,64,Đại Sảo,Xã,DaiSao
2071,64,Nghĩa Tá,Xã,NghiaTa
2077,64,Yên Mỹ,Xã,YenMy
2080,64,Bình Trung,Xã,BinhTrung
2083,64,Yên Phong,Xã,YenPhong
2086,65,Đồng Tâm,Thị trấn,DongTam
2089,65,Tân Sơn,Xã,TanSon
2092,65,Thanh Vận,Xã,ThanhVan
2095,65,Mai Lạp,Xã,MaiLap
2098,65,Hoà Mục,Xã,HoaMuc
2101,65,Thanh Mai,Xã,ThanhMai
2104,65,Cao Kỳ,Xã,CaoKy
2107,65,Nông Hạ,Xã,NongHa
2110,65,Yên Cư,Xã,YenCu
2113,65,Thanh Thịnh,Xã,ThanhThinh
2116,65,Yên Hân,Xã,YenHan
2122,65,Như Cố,Xã,NhuCo
2125,65,Bình Văn,Xã,BinhVan
2131,65,Quảng Chu,Xã,QuangChu
2137,66,Văn Vũ,Xã,VanVu
2140,66,Văn Lang,Xã,VanLang
2143,66,Lương Thượng,Xã,LuongThuong
2146,66,Kim Hỷ,Xã,KimHy
2152,66,Cường Lợi,Xã,CuongLoi
2155,66,Yến Lạc,Thị trấn,YenLac
2158,66,Kim Lư,Xã,KimLu
2161,66,Sơn Thành,Xã,SonThanh
2170,66,Văn Minh,Xã,VanMinh
2173,66,Côn Minh,Xã,ConMinh
2176,66,Cư Lễ,Xã,CuLe
2179,66,Trần Phú,Xã,TranPhu
2185,66,Quang Phong,Xã,QuangPhong
2188,66,Dương Sơn,Xã,DuongSon
2191,66,Xuân Dương,Xã,XuanDuong
2194,66,Đổng Xá,Xã,DongXa
2197,66,Liêm Thuỷ,Xã,LiemThuy
2200,70,Phan Thiết,Phường,PhanThiet
2203,70,Minh Xuân,Phường,MinhXuan
2206,70,Tân Quang,Phường,TanQuang
2209,70,Tràng Đà,Xã,TrangDa
2212,70,Nông Tiến,Phường,NongTien
2215,70,Ỷ La,Phường,YLa
2216,70,Tân Hà,Phường,TanHa
2218,70,Hưng Thành,Phường,HungThanh
2221,72,Na Hang,Thị trấn,NaHang
2227,72,Sinh Long,Xã,SinhLong
2230,72,Thượng Giáp,Xã,ThuongGiap
2233,71,Phúc Yên,Xã,PhucYen
2239,72,Thượng Nông,Xã,ThuongNong
2242,71,Xuân Lập,Xã,XuanLap
2245,72,Côn Lôn,Xã,ConLon
2248,72,Yên Hoa,Xã,YenHoa
2251,71,Khuôn Hà,Xã,KhuonHa
2254,72,Hồng Thái,Xã,HongThai
2260,72,Đà Vị,Xã,DaVi
2263,72,Khau Tinh,Xã,KhauTinh
2266,71,Lăng Can,Thị trấn,LangCan
2269,71,Thượng Lâm,Xã,ThuongLam
2275,72,Sơn Phú,Xã,SonPhu
2281,72,Năng Khả,Xã,NangKha
2284,72,Thanh Tương,Xã,ThanhTuong
2287,73,Vĩnh Lộc,Thị trấn,VinhLoc
2290,71,Bình An,Xã,BinhAn
2293,71,Hồng Quang,Xã,HongQuang
2296,71,Thổ Bình,Xã,ThoBinh
2299,71,Phúc Sơn,Xã,PhucSon
2302,71,Minh Quang,Xã,MinhQuang
2305,73,Trung Hà,Xã,TrungHa
2308,73,Tân Mỹ,Xã,TanMy
2311,73,Hà Lang,Xã,HaLang
2314,73,Hùng Mỹ,Xã,HungMy
2317,73,Yên Lập,Xã,YenLap
2320,73,Tân An,Xã,TanAn
2323,73,Bình Phú,Xã,BinhPhu
2326,73,Xuân Quang,Xã,XuanQuang
2329,73,Ngọc Hội,Xã,NgocHoi
2332,73,Phú Bình,Xã,PhuBinh
2335,73,Hòa Phú,Xã,HoaPhu
2338,73,Phúc Thịnh,Xã,PhucThinh
2341,73,Kiên Đài,Xã,KienDai
2344,73,Tân Thịnh,Xã,TanThinh
2347,73,Trung Hòa,Xã,TrungHoa
2350,73,Kim Bình,Xã,KimBinh
2353,73,Hòa An,Xã,HoaAn
2356,73,Vinh Quang,Xã,VinhQuang
2359,73,Tri Phú,Xã,TriPhu
2362,73,Nhân Lý,Xã,NhanLy
2365,73,Yên Nguyên,Xã,YenNguyen
2368,73,Linh Phú,Xã,LinhPhu
2371,73,Bình Nhân,Xã,BinhNhan
2374,74,Tân Yên,Thị trấn,TanYen
2377,74,Yên Thuận,Xã,YenThuan
2380,74,Bạch Xa,Xã,BachXa
2383,74,Minh Khương,Xã,MinhKhuong
2386,74,Yên Lâm,Xã,YenLam
2389,74,Minh Dân,Xã,MinhDan
2392,74,Phù Lưu,Xã,PhuLuu
2395,74,Minh Hương,Xã,MinhHuong
2398,74,Yên Phú,Xã,YenPhu
2401,74,Tân Thành,Xã,TanThanh
2404,74,Bình Xa,Xã,BinhXa
2407,74,Thái Sơn,Xã,ThaiSon
2410,74,Nhân Mục,Xã,NhanMuc
2413,74,Thành Long,Xã,ThanhLong
2416,74,Bằng Cốc,Xã,BangCoc
2419,74,Thái Hòa,Xã,ThaiHoa
2422,74,Đức Ninh,Xã,DucNinh
2425,74,Hùng Đức,Xã,HungDuc
2431,75,Quí Quân,Xã,QuiQuan
2434,75,Lực Hành,Xã,LucHanh
2437,75,Kiến Thiết,Xã,KienThiet
2440,75,Trung Minh,Xã,TrungMinh
2443,75,Chiêu Yên,Xã,ChieuYen
2446,75,Trung Trực,Xã,TrungTruc
2449,75,Xuân Vân,Xã,XuanVan
2452,75,Phúc Ninh,Xã,PhucNinh
2455,75,Hùng Lợi,Xã,HungLoi
2458,75,Trung Sơn,Xã,TrungSon
2461,75,Tân Tiến,Xã,TanTien
2464,75,Tứ Quận,Xã,TuQuan
2467,75,Đạo Viện,Xã,DaoVien
2470,75,Tân Long,Xã,TanLong
2473,75,Yên Sơn,Thị trấn,YenSon
2476,75,Kim Quan,Xã,KimQuan
2479,75,Lang Quán,Xã,LangQuan
2482,75,Phú Thịnh,Xã,PhuThinh
2485,75,Công Đa,Xã,CongDa
2488,75,Trung Môn,Xã,TrungMon
2491,75,Chân Sơn,Xã,ChanSon
2494,75,Thái Bình,Xã,ThaiBinh
2497,70,Kim Phú,Xã,KimPhu
2500,75,Tiến Bộ,Xã,TienBo
2503,70,An Khang,Xã,AnKhang
2506,75,Mỹ Bằng,Xã,MyBang
2509,70,Mỹ Lâm,Phường,MyLam
2512,70,An Tường,Phường,AnTuong
2515,70,Lưỡng Vượng,Xã,LuongVuong
2518,75,Hoàng Khai,Xã,HoangKhai
2521,70,Thái Long,Xã,ThaiLong
2524,70,Đội Cấn,Phường,DoiCan
2527,75,Nhữ Hán,Xã,NhuHan
2530,75,Nhữ Khê,Xã,NhuKhe
2533,75,Đội Bình,Xã,DoiBinh
2536,76,Sơn Dương,Thị trấn,SonDuong
2539,76,Trung Yên,Xã,TrungYen
2542,76,Minh Thanh,Xã,MinhThanh
2545,76,Tân Trào,Xã,TanTrao
2548,76,Vĩnh Lợi,Xã,VinhLoi
2551,76,Thượng Ấm,Xã,ThuongAm
2554,76,Bình Yên,Xã,BinhYen
2557,76,Lương Thiện,Xã,LuongThien
2560,76,Tú Thịnh,Xã,TuThinh
2563,76,Cấp Tiến,Xã,CapTien
2566,76,Hợp Thành,Xã,HopThanh
2569,76,Phúc Ứng,Xã,PhucUng
2572,76,Đông Thọ,Xã,DongTho
2575,76,Kháng Nhật,Xã,KhangNhat
2578,76,Hợp Hòa,Xã,HopHoa
2584,76,Quyết Thắng,Xã,QuyetThang
2587,76,Đồng Quý,Xã,DongQuy
2590,76,Tân Thanh,Xã,TanThanh
2596,76,Văn Phú,Xã,VanPhu
2599,76,Chi Thiết,Xã,ChiThiet
2602,76,Đông Lợi,Xã,DongLoi
2605,76,Thiện Kế,Xã,ThienKe
2608,76,Hồng Sơn,Xã,HongSon
2611,76,Phú Lương,Xã,PhuLuong
2614,76,Ninh Lai,Xã,NinhLai
2617,76,Đại Phú,Xã,DaiPhu
2620,76,Sơn Nam,Xã,SonNam
2623,76,Hào Phú,Xã,HaoPhu
2626,76,Tam Đa,Xã,TamDa
2632,76,Trường Sinh,Xã,TruongSinh
2635,80,Duyên Hải,Phường,DuyenHai
2641,80,Lào Cai,Phường,LaoCai
2644,80,Cốc Lếu,Phường,CocLeu
2647,80,Kim Tân,Phường,KimTan
2650,80,Bắc Lệnh,Phường,BacLenh
2653,80,Pom Hán,Phường,PomHan
2656,80,Xuân Tăng,Phường,XuanTang
2658,80,Bình Minh,Phường,BinhMinh
2659,80,Thống Nhất,Xã,ThongNhat
2662,80,Đồng Tuyển,Xã,DongTuyen
2665,80,Vạn Hoà,Xã,VanHoa
2668,80,Bắc Cường,Phường,BacCuong
2671,80,Nam Cường,Phường,NamCuong
2674,80,Cam Đường,Xã,CamDuong
2677,80,Tả Phời,Xã,TaPhoi
2680,80,Hợp Thành,Xã,HopThanh
2683,82,Bát Xát,Thị trấn,BatXat
2686,82,A Mú Sung,Xã,AMuSung
2689,82,Nậm Chạc,Xã,NamChac
2692,82,A Lù,Xã,ALu
2695,82,Trịnh Tường,Xã,TrinhTuong
2701,82,Y Tý,Xã,YTy
2704,82,Cốc Mỳ,Xã,CocMy
2707,82,Dền Sáng,Xã,DenSang
2710,82,Bản Vược,Xã,BanVuoc
2713,82,Sàng Ma Sáo,Xã,SangMaSao
2716,82,Bản Qua,Xã,BanQua
2719,82,Mường Vi,Xã,MuongVi
2722,82,Dền Thàng,Xã,DenThang
2725,82,Bản Xèo,Xã,BanXeo
2728,82,Mường Hum,Xã,MuongHum
2731,82,Trung Lèng Hồ,Xã,TrungLengHo
2734,82,Quang Kim,Xã,QuangKim
2737,82,Pa Cheo,Xã,PaCheo
2740,82,Nậm Pung,Xã,NamPung
2743,82,Phìn Ngan,Xã,PhinNgan
2746,80,Cốc San,Xã,CocSan
2749,82,Tòng Sành,Xã,TongSanh
2752,83,Pha Long,Xã,PhaLong
2755,83,Tả Ngải Chồ,Xã,TaNgaiCho
2758,83,Tung Chung Phố,Xã,TungChungPho
2761,83,Mường Khương,Thị trấn,MuongKhuong
2764,83,Dìn Chin,Xã,DinChin
2767,83,Tả Gia Khâu,Xã,TaGiaKhau
2770,83,Nậm Chảy,Xã,NamChay
2773,83,Nấm Lư,Xã,NamLu
2776,83,Lùng Khấu Nhin,Xã,LungKhauNhin
2779,83,Thanh Bình,Xã,ThanhBinh
2782,83,Cao Sơn,Xã,CaoSon
2785,83,Lùng Vai,Xã,LungVai
2788,83,Bản Lầu,Xã,BanLau
2791,83,La Pan Tẩn,Xã,LaPanTan
2794,83,Tả Thàng,Xã,TaThang
2797,83,Bản Sen,Xã,BanSen
2800,84,Nàn Sán,Xã,NanSan
2803,84,Thào Chư Phìn,Xã,ThaoChuPhin
2806,84,Bản Mế,Xã,BanMe
2809,84,Si Ma Cai,Thị trấn,SiMaCai
2812,84,Sán Chải,Xã,SanChai
2818,84,Lùng Thẩn,Xã,LungThan
2821,84,Cán Cấu,Xã,CanCau
2824,84,Sín Chéng,Xã,SinCheng
2827,84,Quan Hồ Thẩn,Xã,QuanHoThan
2836,84,Nàn Xín,Xã,NanXin
2839,85,Bắc Hà,Thị trấn,BacHa
2842,85,Lùng Cải,Xã,LungCai
2848,85,Lùng Phình,Xã,LungPhinh
2851,85,Tả Van Chư,Xã,TaVanChu
2854,85,Tả Củ Tỷ,Xã,TaCuTy
2857,85,Thải Giàng Phố,Xã,ThaiGiangPho
2863,85,Hoàng Thu Phố,Xã,HoangThuPho
2866,85,Bản Phố,Xã,BanPho
2869,85,Bản Liền,Xã,BanLien
2875,85,Na Hối,Xã,NaHoi
2878,85,Cốc Ly,Xã,CocLy
2881,85,Nậm Mòn,Xã,NamMon
2884,85,Nậm Đét,Xã,NamDet
2887,85,Nậm Khánh,Xã,NamKhanh
2890,85,Bảo Nhai,Xã,BaoNhai
2893,85,Nậm Lúc,Xã,NamLuc
2896,85,Cốc Lầu,Xã,CocLau
2899,85,Bản Cái,Xã,BanCai
2902,86,N.T Phong Hải,Thị trấn,N.TPhongHai
2905,86,Phố Lu,Thị trấn,PhoLu
2908,86,Tằng Loỏng,Thị trấn,TangLoong
2911,86,Bản Phiệt,Xã,BanPhiet
2914,86,Bản Cầm,Xã,BanCam
2917,86,Thái Niên,Xã,ThaiNien
2920,86,Phong Niên,Xã,PhongNien
2923,86,Gia Phú,Xã,GiaPhu
2926,86,Xuân Quang,Xã,XuanQuang
2929,86,Sơn Hải,Xã,SonHai
2932,86,Xuân Giao,Xã,XuanGiao
2935,86,Trì Quang,Xã,TriQuang
2938,86,Sơn Hà,Xã,SonHa
2944,86,Phú Nhuận,Xã,PhuNhuan
2947,87,Phố Ràng,Thị trấn,PhoRang
2950,87,Tân Tiến,Xã,TanTien
2953,87,Nghĩa Đô,Xã,NghiaDo
2956,87,Vĩnh Yên,Xã,VinhYen
2959,87,Điện Quan,Xã,DienQuan
2962,87,Xuân Hoà,Xã,XuanHoa
2965,87,Tân Dương,Xã,TanDuong
2968,87,Thượng Hà,Xã,ThuongHa
2971,87,Kim Sơn,Xã,KimSon
2974,87,Cam Cọn,Xã,CamCon
2977,87,Minh Tân,Xã,MinhTan
2980,87,Xuân Thượng,Xã,XuanThuong
2983,87,Việt Tiến,Xã,VietTien
2986,87,Yên Sơn,Xã,YenSon
2989,87,Bảo Hà,Xã,BaoHa
2992,87,Lương Sơn,Xã,LuongSon
2998,87,Phúc Khánh,Xã,PhucKhanh
3001,88,Sa Pa,Phường,SaPa
3002,88,Sa Pả,Phường,SaPa
3003,88,Ô Quý Hồ,Phường,OQuyHo
3004,88,Ngũ Chỉ Sơn,Xã,NguChiSon
3006,88,Phan Si Păng,Phường,PhanSiPang
3010,88,Trung Chải,Xã,TrungChai
3013,88,Tả Phìn,Xã,TaPhin
3016,88,Hàm Rồng,Phường,HamRong
3019,88,Hoàng Liên,Xã,HoangLien
3022,88,Thanh Bình,Xã,ThanhBinh
3028,88,Cầu Mây,Phường,CauMay
3037,88,Mường Hoa,Xã,MuongHoa
3040,88,Tả Van,Xã,TaVan
3043,88,Mường Bo,Xã,MuongBo
3046,88,Bản Hồ,Xã,BanHo
3052,88,Liên Minh,Xã,LienMinh
3055,89,Khánh Yên,Thị trấn,KhanhYen
3061,89,Võ Lao,Xã,VoLao
3064,89,Sơn Thuỷ,Xã,SonThuy
3067,89,Nậm Mả,Xã,NamMa
3070,89,Tân Thượng,Xã,TanThuong
3073,89,Nậm Rạng,Xã,NamRang
3076,89,Nậm Chầy,Xã,NamChay
3079,89,Tân An,Xã,TanAn
3082,89,Khánh Yên Thượng,Xã,KhanhYenThuong
3085,89,Nậm Xé,Xã,NamXe
3088,89,Dần Thàng,Xã,DanThang
3091,89,Chiềng Ken,Xã,ChiengKen
3094,89,Làng Giàng,Xã,LangGiang
3097,89,Hoà Mạc,Xã,HoaMac
3100,89,Khánh Yên Trung,Xã,KhanhYenTrung
3103,89,Khánh Yên Hạ,Xã,KhanhYenHa
3106,89,Dương Quỳ,Xã,DuongQuy
3109,89,Nậm Tha,Xã,NamTha
3112,89,Minh Lương,Xã,MinhLuong
3115,89,Thẩm Dương,Xã,ThamDuong
3118,89,Liêm Phú,Xã,LiemPhu
3121,89,Nậm Xây,Xã,NamXay
3124,94,Noong Bua,Phường,NoongBua
3127,94,Him Lam,Phường,HimLam
3130,94,Thanh Bình,Phường,ThanhBinh
3133,94,Tân Thanh,Phường,TanThanh
3136,94,Mường Thanh,Phường,MuongThanh
3139,94,Nam Thanh,Phường,NamThanh
3142,94,Thanh Trường,Phường,ThanhTruong
3145,94,Thanh Minh,Xã,ThanhMinh
3148,95,Sông Đà,Phường,SongDa
3151,95,Na Lay,Phường,NaLay
3154,96,Sín Thầu,Xã,SinThau
3155,96,Sen Thượng,Xã,SenThuong
3156,103,Nậm Tin,Xã,NamTin
3157,96,Chung Chải,Xã,ChungChai
3158,96,Leng Su Sìn,Xã,LengSuSin
3159,96,Pá Mỳ,Xã,PaMy
3160,96,Mường Nhé,Xã,MuongNhe
3161,96,Nậm Vì,Xã,NamVi
3162,96,Nậm Kè,Xã,NamKe
3163,96,Mường Toong,Xã,MuongToong
3164,96,Quảng Lâm,Xã,QuangLam
3165,103,Pa Tần,Xã,PaTan
3166,103,Chà Cang,Xã,ChaCang
3167,103,Na Cô Sa,Xã,NaCoSa
3168,103,Nà Khoa,Xã,NaKhoa
3169,103,Nà Hỳ,Xã,NaHy
3170,103,Nà Bủng,Xã,NaBung
3171,103,Nậm Nhừ,Xã,NamNhu
3172,97,Mường Chà,Thị trấn,MuongCha
3173,103,Nậm Chua,Xã,NamChua
3174,103,Nậm Khăn,Xã,NamKhan
3175,103,Chà Tở,Xã,ChaTo
3176,103,Vàng Đán,Xã,VangDan
3177,96,Huổi Lếnh,Xã,HuoiLenh
3178,97,Xá Tổng,Xã,XaTong
3181,97,Mường Tùng,Xã,MuongTung
3184,95,Lay Nưa,Xã,LayNua
3187,103,Chà Nưa,Xã,ChaNua
3190,97,Hừa Ngài,Xã,HuaNgai
3191,97,Huổi Mí,Xã,HuoiMi
3193,97,Pa Ham,Xã,PaHam
3194,97,Nậm Nèn,Xã,NamNen
3196,97,Huổi Lèng,Xã,HuoiLeng
3197,97,Sa Lông,Xã,SaLong
3198,103,Phìn Hồ,Xã,PhinHo
3199,103,Si Pa Phìn,Xã,SiPaPhin
3200,97,Ma Thì Hồ,Xã,MaThiHo
3201,97,Na Sang,Xã,NaSang
3202,97,Mường Mươn,Xã,MuongMuon
3203,101,Điện Biên Đông,Thị trấn,DienBienDong
3205,101,Na Son,Xã,NaSon
3208,101,Phì Nhừ,Xã,PhiNhu
3211,101,Chiềng Sơ,Xã,ChiengSo
3214,101,Mường Luân,Xã,MuongLuan
3217,98,Tủa Chùa,Thị trấn,TuaChua
3220,98,Huổi Só,Xã,HuoiSo
3223,98,Xín Chải,Xã,XinChai
3226,98,Tả Sìn Thàng,Xã,TaSinThang
3229,98,Lao Xả Phình,Xã,LaoXaPhinh
3232,98,Tả Phìn,Xã,TaPhin
3235,98,Tủa Thàng,Xã,TuaThang
3238,98,Trung Thu,Xã,TrungThu
3241,98,Sính Phình,Xã,SinhPhinh
3244,98,Sáng Nhè,Xã,SangNhe
3247,98,Mường Đun,Xã,MuongDun
3250,98,Mường Báng,Xã,MuongBang
3253,99,Tuần Giáo,Thị trấn,TuanGiao
3256,102,Mường Ảng,Thị trấn,MuongAng
3259,99,Phình Sáng,Xã,PhinhSang
3260,99,Rạng Đông,Xã,RangDong
3262,99,Mùn Chung,Xã,MunChung
3263,99,Nà Tòng,Xã,NaTong
3265,99,Ta Ma,Xã,TaMa
3268,99,Mường Mùn,Xã,MuongMun
3269,99,Pú Xi,Xã,PuXi
3271,99,Pú Nhung,Xã,PuNhung
3274,99,Quài Nưa,Xã,QuaiNua
3277,99,Mường Thín,Xã,MuongThin
3280,99,Tỏa Tình,Xã,ToaTinh
3283,99,Nà Sáy,Xã,NaSay
3284,99,Mường Khong,Xã,MuongKhong
3286,102,Mường Đăng,Xã,MuongDang
3287,102,Ngối Cáy,Xã,NgoiCay
3289,99,Quài Cang,Xã,QuaiCang
3292,102,Ẳng Tở,Xã,AngTo
3295,99,Quài Tở,Xã,QuaiTo
3298,99,Chiềng Sinh,Xã,ChiengSinh
3299,99,Chiềng Đông,Xã,ChiengDong
3301,102,Búng Lao,Xã,BungLao
3302,102,Xuân Lao,Xã,XuanLao
3304,99,Tênh Phông,Xã,TenhPhong
3307,102,Ẳng Nưa,Xã,AngNua
3310,102,Ẳng Cang,Xã,AngCang
3312,102,Nặm Lịch,Xã,NamLich
3313,102,Mường Lạn,Xã,MuongLan
3316,94,Nà Tấu,Xã,NaTau
3317,94,Nà Nhạn,Xã,NaNhan
3319,100,Mường Pồn,Xã,MuongPon
3322,100,Thanh Nưa,Xã,ThanhNua
3323,100,Hua Thanh,Xã,HuaThanh
3325,94,Mường Phăng,Xã,MuongPhang
3326,94,Pá Khoang,Xã,PaKhoang
3328,100,Thanh Luông,Xã,ThanhLuong
3331,100,Thanh Hưng,Xã,ThanhHung
3334,100,Thanh Xương,Xã,ThanhXuong
3337,100,Thanh Chăn,Xã,ThanhChan
3340,100,Pa Thơm,Xã,PaThom
3343,100,Thanh An,Xã,ThanhAn
3346,100,Thanh Yên,Xã,ThanhYen
3349,100,Noong Luống,Xã,NoongLuong
3352,100,Noọng Hẹt,Xã,NoongHet
3355,100,Sam Mứn,Xã,SamMun
3356,100,Pom Lót,Xã,PomLot
3358,100,Núa Ngam,Xã,NuaNgam
3359,100,Hẹ Muông,Xã,HeMuong
3361,100,Na Ư,Xã,NaU
3364,100,Mường Nhà,Xã,MuongNha
3365,100,Na Tông,Xã,NaTong
3367,100,Mường Lói,Xã,MuongLoi
3368,100,Phu Luông,Xã,PhuLuong
3370,101,Pú Nhi,Xã,PuNhi
3371,101,Nong U,Xã,NongU
3373,101,Xa Dung,Xã,XaDung
3376,101,Keo Lôm,Xã,KeoLom
3379,101,Luân Giới,Xã,LuanGioi
3382,101,Phình Giàng,Xã,PhinhGiang
3383,101,Pú Hồng,Xã,PuHong
3384,101,Tìa Dình,Xã,TiaDinh
3385,101,Háng Lìa,Xã,HangLia
3386,105,Quyết Thắng,Phường,QuyetThang
3387,105,Tân Phong,Phường,TanPhong
3388,105,Quyết Tiến,Phường,QuyetTien
3389,105,Đoàn Kết,Phường,DoanKet
3390,106,Tam Đường,Thị trấn,TamDuong
3391,109,Lả Nhì Thàng,Xã,LaNhiThang
3394,106,Thèn Sin,Xã,ThenSin
3400,106,Tả Lèng,Xã,TaLeng
3403,105,Sùng Phài,Xã,SungPhai
3405,106,Giang Ma,Xã,GiangMa
3406,106,Hồ Thầu,Xã,HoThau
3408,105,Đông Phong,Phường,DongPhong
3409,105,San Thàng,Xã,SanThang
3412,106,Bình Lư,Xã,BinhLu
3413,106,Sơn Bình,Xã,SonBinh
3415,106,Nùng Nàng,Xã,NungNang
3418,106,Bản Giang,Xã,BanGiang
3421,106,Bản Hon,Xã,BanHon
3424,106,Bản Bo,Xã,BanBo
3427,106,Nà Tăm,Xã,NaTam
3430,106,Khun Há,Xã,KhunHa
3433,107,Mường Tè,Thị trấn,MuongTe
3434,112,Nậm Nhùn,Thị trấn,NamNhun
3436,107,Thu Lũm,Xã,ThuLum
3439,107,Ka Lăng,Xã,KaLang
3440,107,Tá Bạ,Xã,TaBa
3442,107,Pa ủ,Xã,Pau
3445,107,Mường Tè,Xã,MuongTe
3448,107,Pa Vệ Sử,Xã,PaVeSu
3451,107,Mù Cả,Xã,MuCa
3454,107,Bum Tở,Xã,BumTo
3457,107,Nậm Khao,Xã,NamKhao
3460,112,Hua Bun,Xã,HuaBun
3463,107,Tà Tổng,Xã,TaTong
3466,107,Bum Nưa,Xã,BumNua
3467,107,Vàng San,Xã,VangSan
3469,107,Kan Hồ,Xã,KanHo
3472,112,Mường Mô,Xã,MuongMo
3473,112,Nậm Chà,Xã,NamCha
3474,112,Nậm Manh,Xã,NamManh
3475,112,Nậm Hàng,Xã,NamHang
3478,108,Sìn Hồ,Thị trấn,SinHo
3481,112,Lê Lợi,Xã,LeLoi
3484,112,Pú Đao,Xã,PuDao
3487,108,Chăn Nưa,Xã,ChanNua
3488,112,Nậm Pì,Xã,NamPi
3490,109,Huổi Luông,Xã,HuoiLuong
3493,108,Pa Tần,Xã,PaTan
3496,108,Phìn Hồ,Xã,PhinHo
3499,108,Hồng Thu,Xã,HongThu
3502,112,Nậm Ban,Xã,NamBan
3503,112,Trung Chải,Xã,TrungChai
3505,108,Phăng Sô Lin,Xã,PhangSoLin
3508,108,Ma Quai,Xã,MaQuai
3509,108,Lùng Thàng,Xã,LungThang
3511,108,Tả Phìn,Xã,TaPhin
3514,108,Sà Dề Phìn,Xã,SaDePhin
3517,108,Nậm Tăm,Xã,NamTam
3520,108,Tả Ngảo,Xã,TaNgao
3523,108,Pu Sam Cáp,Xã,PuSamCap
3526,108,Nậm Cha,Xã,NamCha
3527,108,Pa Khoá,Xã,PaKhoa
3529,108,Làng Mô,Xã,LangMo
3532,108,Noong Hẻo,Xã,NoongHeo
3535,108,Nậm Mạ,Xã,NamMa
3538,108,Căn Co,Xã,CanCo
3541,108,Tủa Sín Chải,Xã,TuaSinChai
3544,108,Nậm Cuổi,Xã,NamCuoi
3547,108,Nậm Hăn,Xã,NamHan
3549,109,Phong Thổ,Thị trấn,PhongTho
3550,109,Sì Lở Lầu,Xã,SiLoLau
3553,109,Mồ Sì San,Xã,MoSiSan
3559,109,Pa Vây Sử,Xã,PaVaySu
3562,109,Vàng Ma Chải,Xã,VangMaChai
3565,109,Tông Qua Lìn,Xã,TongQuaLin
3568,109,Mù Sang,Xã,MuSang
3571,109,Dào San,Xã,DaoSan
3574,109,Ma Ly Pho,Xã,MaLyPho
3577,109,Bản Lang,Xã,BanLang
3580,109,Hoang Thèn,Xã,HoangThen
3583,109,Khổng Lào,Xã,KhongLao
3586,109,Nậm Xe,Xã,NamXe
3589,109,Mường So,Xã,MuongSo
3592,109,Sin Suối Hồ,Xã,SinSuoiHo
